image_id,dim0,dim1,split
039c86552c5a,2428,2428,train
4bcf536c08c9,2336,2836,train
0ef8c0a14990,3480,4248,train
1cd91e237ea7,3488,4256,train
061797f81be0,2800,3408,train
8c5ed871aaba,3480,4248,train
6bc60b22fc16,2516,3032,train
5fe59f8dc079,3480,4248,train
959167b5226d,2536,3048,train
51a00fe8ead4,3480,4240,train
6cc7450bcfa4,2316,2834,train
28322cd5b3a4,2336,2836,train
6df2d2ec8f31,2336,2836,train
9be91275c44f,2320,2832,train
79f32a83d80f,3052,3052,train
086f1ab39050,2320,2832,train
260b56acac45,2436,3032,train
b9fd6029f75f,2320,2832,train
ca51a969d68c,2436,3032,train
383b66ef97c4,2336,2836,train
5bbc12c5236d,2800,3408,train
bf1f75117093,2516,3027,train
98e4ffb4c6e2,4240,3480,train
19bc9c1473f3,3480,4240,train
933f80e2c741,3488,4256,train
21518ca15050,1760,2140,train
173c23887f9b,1760,2140,train
823021d09748,2320,2832,train
bfe716103787,2801,2802,train
39d35a5d50db,2336,2836,train
b07771277fb1,2539,3050,train
cc87c7c282f1,2336,2836,train
2d7ff73d5303,2539,3050,train
d908edf349ed,2544,3056,train
8a33956ca66d,2336,2836,train
49234909af5e,1741,1884,train
c7722d19f73f,2874,2840,train
2f3daae72dc2,2336,2836,train
447ab0346a33,3480,4240,train
b6795cbe24e5,2332,2589,train
24d0b38302d5,2336,2836,train
fc44ab5de22c,2336,2836,train
b99753790400,2336,2836,train
f771c4904925,2400,2880,train
f813840f2fc8,2536,3048,train
d8a2a67de028,2800,3408,train
a3703b3c8ce6,3480,4248,train
180e25a4ff31,3480,4240,train
c9dbffec85c8,3480,4248,train
c031c3243293,3480,4248,train
d74b9368cbe5,2828,2320,train
2ea9add1d985,3480,4240,train
ee98c5bef21d,2539,3050,train
f9949aa2f61e,2336,2836,train
ffa9fef3c7bf,3032,3032,train
3d7a0888be7a,3032,3032,train
552dc7a2b321,3032,3032,train
26fb5ac9fce6,2971,2948,train
b5aa6189d142,2520,3032,train
4f85c500dedd,2520,3032,train
58f67fe862b2,1140,1387,train
5f19e0941d27,2010,2431,train
2bd874f1dd3e,2336,2836,train
c30bd4a1e473,3488,4256,train
17a60b0ea938,3480,4240,train
40759b957be9,2539,3050,train
6d9134de90e0,2330,2846,train
fa447a409bd6,2800,3408,train
1b92142f4362,2800,3408,train
bb858a8a8391,2800,3408,train
51eb9085f328,3480,4240,train
8c263e7fbb7c,2320,2832,train
9991b7f0f5f5,3032,3032,train
bdf85b5e51d2,2711,3005,train
af2498dbd298,2539,3050,train
8675bb424507,2336,2836,train
4390dc824c58,2336,2836,train
a10af5c5e80e,2539,3050,train
aa4f6dcff138,2801,2830,train
d3a4ac516d3e,2874,2840,train
2909830fc390,3488,4256,train
ba02b34ea7b3,2801,2802,train
533638e04060,3052,3052,train
8358c32ff898,2336,2836,train
61f3ac249c50,2951,2991,train
a39667fe9a81,2951,2991,train
b97c6b32105e,2951,2991,train
ddb051c1233b,2951,2991,train
49664f078f0e,2951,2991,train
267a250932bc,2951,2991,train
869476b0763a,2951,2991,train
760bc20f4476,3052,2860,train
6a0d949352d9,2544,3056,train
75054d9ad31d,4020,4891,train
55eac3fc31fd,2520,3032,train
9f5ba1b9fd8a,2330,2846,train
f4942a602d27,3320,3408,train
0d0e68c225b6,2539,3050,train
f1d1b653e883,3480,4240,train
705648e1e51a,2400,2880,train
5709155133b4,2991,2992,train
145a417465f1,3480,4248,train
229e5a46afd0,2544,3056,train
13bf9d719ad1,2544,3056,train
333e84d41771,3480,4240,train
44d9c1a0290e,2991,2992,train
ccd0ab1d9ae4,2336,2836,train
4914ad588781,2544,3056,train
8032d6989960,2436,3032,train
bdac90f5c4ae,2090,2566,train
61dbca9280da,2544,3056,train
8f87a0578c8b,2336,2836,train
aceaa1504385,3488,4256,train
ca16b13d489c,2336,2836,train
e0880503aa10,2801,2802,train
aad814e52627,2520,3032,train
9b2d4652ad72,2520,3032,train
fe6a2dcda2da,2544,3056,train
852297c9ca63,2805,2802,train
233609f6a3f5,2010,2446,train
d91acd41cafa,2539,3050,train
20b7a03c8975,2244,3050,train
0fc323d12666,2320,2832,train
d7f1c5cc28ba,2539,3050,train
02a1efc9a703,2436,3032,train
1ae1aca1fd0e,2772,3052,train
4d17a4779c86,2320,2828,train
b4663cef63d1,2540,2880,train
1686e51d4378,2801,2802,train
bc8a891eab45,2544,3056,train
6a8ed4525b97,2918,3000,train
ad9728a13dbb,2544,3056,train
a1b9944654af,2336,2836,train
8ee11f48f855,2320,2832,train
0c1ba97ad7c8,2989,2982,train
1d246651590a,3488,4256,train
4b17794e0851,2874,2840,train
2bff2d35a6cc,2539,3050,train
6b730a1a4271,2970,2977,train
89bc34f78d96,2320,2832,train
5f4b00225aaf,2304,2836,train
278bacb81a4c,3480,4240,train
5cb08cd3bea3,2103,2836,train
ce2b9cd61ca4,3032,3032,train
81c988c895a8,2800,3408,train
37e761a2968c,2322,2822,train
590ae082949d,2489,3050,train
fed009ec0e3f,3480,4248,train
dd50263ab71c,1963,2738,train
e44be39bc62e,2954,2963,train
18c2fb2fb8d1,2539,2618,train
79838f0f0850,2801,2802,train
6b8872c61606,3488,4256,train
5aaf506a4d0c,2174,2836,train
56d2c0ca14f8,2436,3032,train
3dc1c735c130,2800,3408,train
4c3acc13335c,3480,4248,train
a0d21f9177d6,3488,4256,train
7254bd2165ee,1974,2426,train
6b4538ea6062,3488,4256,train
4785ca6ddafa,3480,4240,train
09be36e1b94b,3488,4256,train
de023e0fc394,3480,4248,train
47fc0153c848,2320,2832,train
8a80cfa63a23,3480,4248,train
e0d61af446a3,2852,3052,train
eedd7a853545,3480,4240,train
76c7d740b3f6,2336,2836,train
d7353d147f2c,2117,2505,train
07f7a5d01766,2874,2840,train
77a071378917,3052,3052,train
0b49d75e3b51,2336,2836,train
32222cc776a2,2800,3408,train
99f3642f50f5,2800,3408,train
b6b74c8a97e4,2800,3408,train
d45dcc66aade,3488,4256,train
caf8f9b34ef7,3052,3052,train
1fdd10b0a7c2,2336,2836,train
7d70c13f0e0b,3480,4248,train
f2e9c2de7716,2600,2840,train
2eab3a031ef1,3488,4256,train
2cec18f3c67a,2462,2714,train
28c11c43c67e,2320,2832,train
3d8da6e1d529,3480,4240,train
16397e909369,2539,2906,train
830cc183fb9a,3001,3001,train
cbc0508e6f59,2801,2798,train
9c18a904fbed,2436,3032,train
92dd4fbfa962,3488,4256,train
488bee5db2c7,2336,2836,train
e97c90dad798,2416,2872,train
6ce938fe8ffa,3004,3020,train
080f3ecd201b,2320,2832,train
ad4901d0adff,2544,3056,train
b14aa9495194,2336,2836,train
ec106607aaae,3488,4256,train
22cd8d57d2b1,3480,4240,train
c326bbab94e8,2336,2836,train
ae21e4271637,2544,3056,train
4fd7260073e2,3052,3052,train
55c9ffe72cc5,2560,3072,train
1002a04f3cde,2336,2836,train
88d23ea210a1,2801,2992,train
d01e8fd2c78d,2336,2836,train
9e43da13bc66,3488,4256,train
6163d55460c2,3480,4240,train
61ca700c2908,3480,4240,train
11dba0bc2b8e,3480,4248,train
3f8515b00209,1140,1387,train
460716e5a10f,3488,4256,train
f3b427b54ea4,2800,3408,train
e5fc2fa92e65,2516,3027,train
9da68fc712bd,2516,3027,train
390eecc3d067,2336,2836,train
5458c3cd03a3,3480,4240,train
6bd64b296e59,2320,2832,train
0b490c90deec,2320,2832,train
08f9fa7120c4,2991,2992,train
081c57bf820f,2400,2880,train
e897ef5c203c,2418,2606,train
9108cdfd43dc,2418,2606,train
87adda1908f9,2418,2606,train
39429f784da2,3480,4240,train
2b77161dd937,4020,4891,train
b4b931e5ad31,2336,2836,train
6ff218d10741,2336,2836,train
312566b9d20b,3056,2544,train
ea6cb1120c3d,1140,1387,train
8ec412c03bbb,3488,4256,train
7e5dbc920a62,2539,3050,train
89ae9de3ada1,3052,3052,train
d4174c9de2e3,2303,2502,train
3d0bac303fc8,2416,2872,train
5d252a9ba2f5,2320,2832,train
aeec4820c4ed,2539,3050,train
08932dca1447,2299,2939,train
19ef72ca62b8,2292,3007,train
0f75cc926071,3520,4280,train
c6dd0553089c,2400,2880,train
1cd13431a034,3480,4248,train
fd534f2f4f87,3488,4256,train
3df2c9d30cdf,3052,3052,train
d417f8e64511,1760,2140,train
ec6bfc3029a9,3480,4248,train
2a29437b06df,3480,4240,train
b77d1450dcb2,3480,4248,train
c0d9174d42ac,3480,4248,train
d0c91ba9955e,2398,2732,train
e2f883ddfdb4,3520,4280,train
01f8945ece37,2540,2880,train
cd3029307926,2536,3048,train
cd04f98c2f2b,4020,4891,train
d436ae99d4f8,1140,1387,train
adddd947f92b,2536,3048,train
72b3a9d784f7,3480,4240,train
433640e6ea5e,1760,2140,train
599f1be4d84a,2801,2798,train
8e486df25480,1760,2140,train
d52a13a72a7d,2336,2836,train
3d7d314faa17,2539,3050,train
319b2b906a1f,2801,2802,train
40684c5ec4d8,3480,4248,train
70e85faa319e,2320,2832,train
1c5b53c5c442,1778,2820,train
d49812750c70,3480,4248,train
494fffedca68,2544,3056,train
571987d5afdf,3020,3028,train
ce791c49771d,3480,4240,train
eaf3d8cbcb2e,2967,2998,train
544fa653fc32,2258,3050,train
9b531d53c513,2544,3056,train
95e2769d4d84,3071,3368,train
b69e425567d0,2539,3050,train
51bb4235d797,3480,4248,train
f5b4e8d1c058,3488,4256,train
ed728788cc3d,2436,3032,train
f17ca5bc4d61,2528,3151,train
39e8adc3f291,2539,2553,train
0ef090144d5b,2544,3056,train
1b611fae120d,2539,3050,train
67995d63d73a,2048,2451,train
adaf181ea691,3488,4256,train
2c805bfe1155,2285,2802,train
6e9fad584bff,2544,3056,train
893fde8abd42,2544,3056,train
f5dd3b352196,4020,4891,train
a535db085fbf,2520,3032,train
40cef701a0c7,1760,2140,train
d169b65a8331,3480,4248,train
a6791529a93f,2539,3050,train
9a344cc0f907,3488,4256,train
a63f1e4e65ca,3488,4256,train
6a9fdf2adef5,2336,2836,train
9ff1a3671dca,2544,3056,train
f5c9bf7a037f,2336,2836,train
71975a0a2b53,2801,2798,train
36625db2640a,3000,3000,train
82436fda2f12,2544,3056,train
db879932cc40,3052,3052,train
5814d5237f03,3488,4256,train
5896e41fcc13,3488,4256,train
bc80e90e5c26,2345,2288,train
40aa3e43e857,2436,3032,train
6a1492a16c7b,2336,2836,train
4dc51d0b21f4,2800,3209,train
c7e30d6294b7,2510,2551,train
73c3ef06731e,2544,3056,train
d2909cb9f49e,3488,4256,train
edc6919ee7a0,2544,3056,train
f609d59b929e,3488,3488,train
75e68ff861bb,1140,1387,train
519ba4e14eb3,2336,2836,train
d60459d04826,2320,2832,train
ae8fecc25309,4240,3480,train
67abaa5570f0,2012,2012,train
e75e554f49ac,2540,2880,train
ccb9a8de86ca,2544,3056,train
2b81c9da7d2b,2320,2920,train
6bda7804187c,3488,4256,train
ae6dd6c230e6,2801,2802,train
0023f02ae886,2330,2846,train
2a1fbe855dee,3480,4248,train
8e9633a5f516,4020,4891,train
db98196e5558,3480,4240,train
7a7a343ae1c1,2416,2872,train
89f79c0409a8,2801,2802,train
acae41f6c042,2336,2299,train
c3f89bda2f8e,3480,4248,train
3eda96805867,2012,2012,train
0452c373f62b,2520,3032,train
32456961c278,3480,4240,train
dd8087abbcaf,3480,4240,train
aafe0766cff6,2336,2836,train
ce289d7a37bb,3480,4248,train
463937ba96af,3004,2996,train
d24606ff5aca,2539,2899,train
cb308b57472a,2320,2832,train
d33ad3042402,2312,2846,train
227e68d2cb58,3488,4256,train
d9fcf8a842e4,2338,3043,train
48bb84b1b95d,2975,3408,train
5c8f5e53c8e8,2320,2832,train
0515910ab239,3032,3032,train
629bcbda4075,3480,4248,train
836e7540cea4,2991,2992,train
d7139cb21860,2492,2488,train
54d8b82f1ced,2964,2980,train
e616156054ac,2336,2836,train
a2a14b6f66b9,2336,2788,train
2bc2ba9c7dc0,2444,2382,train
a48c16f1d0e5,2336,2836,train
ce2c42b51f24,2539,3050,train
46bf2b62ad40,2416,2872,train
48e1fae4be03,3198,3056,train
e55532db2d16,2801,2802,train
6ffef23b4aa9,3480,4240,train
41751eb3b214,3480,4240,train
689db4ab5ab5,2856,2616,train
697ea3ceee9e,2336,2836,train
68272dc9af0c,3032,3032,train
13b6d8ab6647,3480,4248,train
e350c6a1acbd,3480,4240,train
b68970f05034,2320,2832,train
14542180f7b3,1760,2140,train
8004d82257a1,2544,3056,train
48d61d4bd869,3480,4248,train
1a745892799b,2200,2836,train
9f15d03a8090,3480,4240,train
12fed1674c84,2416,2872,train
0b87528e093c,2320,2832,train
ebb27e2e6d18,2539,3050,train
3615df9cfc90,2336,2836,train
746412688bc8,1140,1387,train
588ffbef2de4,3488,4256,train
21905d725d81,2336,2836,train
c59a5aaf618a,2336,2836,train
5f9833abf011,2964,2970,train
7e35c1c82ff3,2320,2832,train
24f00cdcedec,2548,2956,train
2c41f0b77b68,2418,3000,train
1c714f3d70bb,2544,3056,train
d1dfb324827a,3480,4248,train
d3d2a150489e,2320,2832,train
c4257b7ce0cb,2800,3408,train
a8b95b4c90ff,2449,2835,train
42e7ecc6fdb0,2320,2832,train
62c6b3913fd0,3480,4248,train
00326161e51e,2336,2836,train
8947447b6929,2544,3056,train
40b8ec3b1891,2544,3056,train
be8e7e925b95,3488,4256,train
17fc8ff5546b,3032,3032,train
0748e24c162d,2544,3056,train
911925e91c7e,3480,4248,train
75ffbfb197a3,3488,4256,train
a42c542f033d,2320,2832,train
c3691b9bc16b,3032,3032,train
084b10f6151c,2320,2832,train
9aec95256522,2320,2832,train
7ae3ba379660,3488,4256,train
4b2468cc4bfe,2336,2836,train
365715af043f,2544,3056,train
69c6eabf4e91,3480,4248,train
e17affefd696,2801,2802,train
620c0f590fa6,3480,4248,train
bb9d393dac2a,3480,4248,train
8e843bfe6705,1140,1387,train
6f6f319dfdcd,2801,2802,train
ba5294f1feb1,2436,3032,train
5aa205996c5a,2436,3032,train
5114a63d3977,2958,2981,train
75e9ae142078,2539,2834,train
66d4f74e63cc,3480,4248,train
d1c8f6d2ebc2,2336,2836,train
b98174b36c85,1140,1387,train
cdd9062fb558,2874,2800,train
e376017188c8,3480,4240,train
d06c3eaa68a8,2991,2992,train
e46f7573012c,3488,4256,train
b516fd40f57c,2436,3032,train
e3863ecd41c3,2800,3408,train
8568c0c16033,3480,4240,train
010214f9b600,2539,3050,train
4d08f081f09d,2330,2846,train
b9485f42b2be,2540,2880,train
3c15061a2340,3488,4256,train
11e475d66076,2323,3050,train
676053647908,4280,3520,train
b15f9aba72df,2336,2836,train
c7d71e4e5b11,2574,3001,train
e9fc83eee824,2320,2832,train
abea895b62de,2320,2828,train
e03891e12881,3480,4248,train
f2ed30d18f97,2544,3056,train
bfefe70b56ca,2544,3056,train
9cdc2af4fbb0,2544,3056,train
3f0879b045e7,2544,3056,train
87d2f5ba9984,2544,3056,train
47942a02592a,2330,2846,train
b795e920dac2,3488,4256,train
afcda3f35e89,2416,2872,train
2d409ccd6f6d,3488,4256,train
beca80e39902,2828,3044,train
575135cef005,2520,3032,train
b7bcba20659a,3480,4240,train
b050bdb4721f,2801,2802,train
699803decf1c,2800,3408,train
96a95d271b79,2874,2808,train
d14352da3a40,1140,1387,train
5457dc0daa2f,3052,3036,train
a997a9c0f53d,1140,1387,train
a3f61fadfe6f,3480,4240,train
34a0ef23101b,2330,2846,train
34a4fdd88574,3488,4256,train
db4ad9eb251e,2539,3050,train
1878b4316674,2539,3050,train
2b0a6fed98fb,2801,2802,train
4e8f69e4ffa4,2544,3056,train
ff4cd60f14b7,3480,4240,train
4789edd20950,2330,2846,train
e5140948e6c0,2800,3408,train
1f09d8254115,3488,4256,train
f9dc0aa39223,3480,4248,train
0012ff7358bc,2544,3056,train
07cd26298a41,3480,4248,train
7445c639e154,2540,2880,train
8125a7add80b,3488,4256,train
da1118875920,2320,2832,train
e479dd4f83b8,1760,2140,train
cbb15728fced,3488,4256,train
65c7e68b4942,2336,2836,train
7e73965d19a5,3480,4248,train
3d5897b393d2,3480,4248,train
3dd854438294,2330,2838,train
d61946759f4d,2536,3048,train
8d030d8cb033,3480,4248,train
6699ff481799,2544,3056,train
45572172c88f,2436,3032,train
f3cda1e9b492,3480,4240,train
80f7e5187924,2336,2836,train
e4e568ccef7e,2245,2224,train
75eaec6dd66d,2991,2992,train
008ca392cff3,3480,4240,train
c8796b13ee2d,3488,4256,train
987e5110e681,3480,4248,train
ca76dfd01924,1140,1387,train
b5ce6164c155,2801,2802,train
5ecada95f5ef,2330,2846,train
c8f42ce79d67,2320,2828,train
ac3f07f76c44,3480,4240,train
4f489e7c0d20,2436,3032,train
2c1d9b4830aa,2971,2993,train
81cd26817de5,2539,3050,train
e295ff156bbc,2544,3056,train
9e43d7b5ad9c,2801,2802,train
382f83c41da1,2336,2836,train
7f9c98b88aec,2336,2836,train
62871c920ed8,2336,2711,train
5465a55f0ee2,3032,3032,train
3287bfcd205c,3480,4240,train
42d9d100ae15,3488,4256,train
7125a29cfb98,2306,2846,train
b29d68af277a,2320,2832,train
86a3cf84a7e6,2801,2802,train
63283987d259,1760,2140,train
007b2567d83e,2336,2836,train
3d12cb6aad8b,2022,2022,train
7f1924880cf8,2012,2012,train
bb3076795a01,2012,2012,train
d21e8bad3d82,3488,4256,train
f0d5d4cd7bfc,3480,4240,train
e3518a18a152,2544,3056,train
fb90b9f3be91,2544,3056,train
2df3529c0288,3488,4256,train
d7ca13e45fec,2330,2846,train
84a4882645e7,1140,1387,train
8b8af1943344,3488,4256,train
0726c56e706d,2320,2832,train
9a335ce0bca4,3480,4248,train
b85e65eddb97,2336,2836,train
492f66bdea34,2336,2836,train
f81593951916,2336,2836,train
991e467c5927,2991,2992,train
73368068ce90,3494,4300,train
ea9a6ebec879,3480,4248,train
4c41ee92ec4d,2320,2832,train
13f2231e9d4b,2010,2446,train
4cdcc3f97bf7,3480,4248,train
792439879a2d,3488,4256,train
7daf9de78151,2544,3056,train
2446cdfa1f2d,2620,2758,train
1f40455598f5,3480,4248,train
b3d5401e02d4,2540,2880,train
fd083e7493c3,3488,4256,train
c482c51db044,3480,4248,train
1018aa051dd9,2527,2600,train
ea56b964075b,2429,2794,train
f82f99deaae2,4020,4891,train
e68db35ddaf4,2330,2846,train
26a9c98c2e39,2800,3408,train
76988ae210f1,2227,3027,train
88e7702b49c4,2227,3027,train
f1fb11c067c6,2539,3050,train
bead79d99849,2320,2832,train
1bc78cb7940f,2436,3032,train
8847e934d44f,2436,3032,train
00b767b49fcd,2330,2846,train
061067e90779,2801,2798,train
7903726192e6,2320,2832,train
0d3693337282,2540,2880,train
0b7ca4c86b9f,2801,2992,train
4db2c7e03281,2320,2832,train
26961b11cd95,3488,4256,train
ddd180015e80,2330,2846,train
afb37f29165d,3006,3006,train
d26d72f208bc,2021,2021,train
c4f42cc49d8c,2540,2880,train
083efcd38bc3,2320,2832,train
9c316285e3a2,2539,3050,train
5c679737665e,3488,4256,train
cc708f2aaffe,2544,3056,train
d4600028f75c,2544,3056,train
7b64da30378c,2636,3000,train
b37424c5f376,3480,4240,train
8ceb3de931e3,1995,2836,train
826bb532c3dc,3480,4240,train
835e81040e61,2520,3032,train
03f4cfb9345d,2605,2977,train
323d82ec4774,3480,4240,train
228358421179,2336,2836,train
77118f891024,3488,4256,train
4aa21d7aa9da,3488,4256,train
0e26ead8f1e3,2336,2836,train
bbd03dd80390,2274,2499,train
dba223ee6a22,2336,2836,train
5b82bd9b9d98,3480,4248,train
042e8fe12700,1140,1387,train
895ee33c70a1,2320,2832,train
6c08c0dbcf5e,2320,2832,train
5f9ca36e82aa,3480,4248,train
1be9de0044cf,2991,2992,train
c25fdb0d8cc8,3480,4240,train
462a64ef01e3,2377,2377,train
34b56732e1b2,2277,2220,train
ec0b8be00731,3320,3408,train
01aefe9ed777,2800,3408,train
1c7f9e0d648f,2540,2880,train
8781cca298b5,2801,2802,train
641ddddf8c0f,2695,2651,train
12cafcd805f1,3480,4248,train
c6e4a9162e0c,2012,2012,train
d342f30b94ac,2633,2650,train
0b8afa4985f9,1893,1665,train
fd5b042e1cd6,2330,2846,train
efbe5f195b97,3480,4248,train
126417f319ca,2320,2832,train
e5d02148b87b,2539,3050,train
8b8c02c85740,3056,2544,train
dbc58e656ac7,2330,2846,train
c21af58fe084,2539,3050,train
227871aa5e4e,2462,2954,train
3c9e05b0a0a0,2924,3052,train
23a5144c8749,2278,2836,train
685114c3c9fd,2520,3032,train
ed3b49390b4e,3052,2980,train
be05d02f79e9,3480,4248,train
ca6a63a554c7,3488,4256,train
f0abf0c5cbad,3000,3000,train
b8887b0d030b,1140,1387,train
4cb11023c508,3480,4248,train
d204955f43d0,3480,4240,train
d23bb89c8ca7,3480,4248,train
29a6a36c2d8c,3480,4248,train
961f9c368664,2536,3048,train
0ec6ac5c7adb,2536,3048,train
0df0bf2aa8dc,2312,2759,train
4909d1fe990a,2436,3032,train
fab7eaa2770f,2801,2802,train
656ca44c50ab,2256,2772,train
0439b8a687cc,3480,4248,train
d7dba10f4f14,2991,2992,train
8a42e4e9d811,3488,3488,train
847189e5e281,2270,2290,train
279bde1a7b20,3480,4240,train
da7e9a1f7d8f,2336,2836,train
c56fff7fa614,2540,2880,train
041c956d9bd7,3480,4240,train
263c477e8df6,3488,4256,train
bba85cec6d26,2520,3032,train
ab042099e993,1140,1387,train
b7f21f95c398,3250,3530,train
d63b0439fe6b,3488,4256,train
4e1ed0596509,2336,2836,train
bf670c1f4aa6,3480,4240,train
bfb0d97704da,3032,3032,train
1247a878d605,2801,2992,train
d31e19c88336,2996,3012,train
ad57016e19dc,2800,3408,train
e9417af630bf,2960,2991,train
c6786dd8d5c9,2544,3056,train
7290da441247,2320,2832,train
63aefefa9ee0,3480,4248,train
36400b03d8b0,2520,2701,train
4cebe94f1fa3,2520,2701,train
ad8d4a5ba8f0,3480,4248,train
cadc1d0ace63,2012,2012,train
5521664ffec4,3032,3032,train
cded89549a2b,2539,3050,train
d08d811fbb28,2520,3032,train
88d670980f81,3050,2539,train
fef5d9dd40e4,2166,2989,train
5f5ed3e7138a,2587,2389,train
b2ae7f9d7810,3488,4256,train
b6b631939d4f,3052,3012,train
e7a6b0ff3082,2991,2992,train
dd0c29a10a05,2520,3032,train
8128e3db6050,1140,1387,train
e4e410d26ceb,2801,2802,train
a643b580a4ae,2800,3408,train
bbda11a8a365,2866,2840,train
8f758c225c0a,2336,2836,train
e60f62d9a8a5,2068,2554,train
0f501fe67203,3480,4240,train
d91c35698478,2398,2959,train
36b995a9575c,2585,2726,train
9740b0a40b52,2436,3032,train
11c14051dff5,2336,2836,train
db425300ac71,2801,2802,train
ad85365d2935,2801,2802,train
89ef2d725761,3032,3032,train
1faa20910bb8,2800,3055,train
ae74dd24e78f,2336,2836,train
816c386cdbb2,3488,4256,train
e24ca1d34bb2,3520,4280,train
b2862f8d1141,2320,2832,train
ce77159dea72,3052,2956,train
f7d09631e6dd,3480,4240,train
b648e954aec9,3480,4240,train
16c9f1b33188,2520,3032,train
001bd15d1891,2800,3408,train
d13af5659ede,1140,1387,train
65c9e7d450e1,3480,4240,train
2f7a055ecb71,1140,1387,train
0cb52238e1e2,2544,3056,train
fcad70b883e6,2436,3032,train
41a752fa8005,2222,2826,train
4fe716de1262,2336,2836,train
f6d193531784,2560,2936,train
9a921b34dbc6,2522,2680,train
7e12aea6d397,2991,2992,train
c9e5cb5ff695,2290,2690,train
ef5b32cf2930,3000,3000,train
3ad8424be8d9,3480,4248,train
3855902bcfc6,3480,4248,train
3818ea7d26b2,2330,2846,train
0c1403037838,2336,2836,train
3f8965bf4e6c,3012,3052,train
63ca42eab550,2801,2802,train
10bce6d90343,3052,3052,train
8cee096a8d9a,3052,3052,train
0f6ef2363710,3480,4240,train
d60594828264,2991,3001,train
7d8d55a80737,3480,4240,train
6d2fb9851b18,2800,3408,train
6e1f04f572d9,3642,4380,train
8b69eacf9a7b,2320,2832,train
dce085d05b61,2330,2758,train
d5f0bdb57205,2536,3048,train
1f3aaf44de73,1760,2140,train
77eca83361c4,2562,3320,train
a5b0a1b1c7c5,4020,4891,train
5bcb1367f5c8,2428,2428,train
2afda837a767,3488,4256,train
01c6d2e4f936,2400,2880,train
ff03d1d41968,3480,4240,train
ace9575166fe,3004,3020,train
5bfc7dcc9cba,3488,3488,train
da40edc06e4b,2801,2802,train
d26eba222019,2026,2846,train
2a04aa127aef,2514,2709,train
61a8d64fea99,3480,4248,train
6f433de37ffc,2330,2846,train
41e9a794b342,2544,3056,train
2f973757eaa4,2544,3056,train
a87158f376c5,3480,4248,train
9a467189e9a3,3488,4256,train
10e01acbb266,2600,2848,train
04f41a8958f7,2490,3408,train
deea6d6f81a5,2490,3408,train
d3144d61bc30,3488,4256,train
9b5846c01320,2460,2249,train
687af7523c99,3480,4240,train
3bbe55d548e4,2560,3072,train
40666b956095,3480,4248,train
4afb6d501521,3000,3000,train
4b9d75bf20ed,2801,2802,train
6489245ff976,2539,2791,train
361d47f4b4ea,3320,3408,train
cf4c8fbc1f43,3480,4240,train
696797119b49,3488,4256,train
79dc218459f6,3056,2544,train
ef0a3da0389f,3480,4240,train
c7d100353f74,2704,3408,train
2446e23969e6,2336,2836,train
50ec1ca08df3,2336,2836,train
8593f5f96ea7,2330,2846,train
21dab7687d24,2552,2304,train
6aadfed4ee85,3480,4240,train
a55ec6cda428,3480,4240,train
a9b110fcfef1,2336,2836,train
9be97a2b7f90,2336,2836,train
f780ade19383,2520,3032,train
0c28820c3936,3480,4248,train
b4a77c2d03ce,2520,3032,train
feb0c29bda19,2436,3032,train
fe426d79609d,3480,4248,train
8e905f69e77c,2828,2320,train
5a0f0eb86860,3488,4256,train
689e6d59255a,3052,3052,train
608a6601635e,2539,3050,train
1405cb173ab4,3052,3012,train
a36914ee5d44,3488,4256,train
6ea6f1a79e68,2336,2836,train
eb476aabf2b0,3480,4240,train
ac659a88deca,1760,2140,train
012f57190f1d,2428,2428,train
f359472b41d9,3052,3052,train
ea74b77e1d4d,2436,3032,train
f1336c2ae971,2320,2832,train
736238adb87c,2336,2836,train
1dbd5e668d10,2544,3056,train
a5b2a480b6e8,2336,2836,train
ea85c81c2600,3006,3006,train
fe52ee3b2a82,2436,3032,train
a238599af4e7,2336,2836,train
36e787810ece,2801,2802,train
5742dd6a999a,3006,3006,train
d889eeca955d,3488,4256,train
f39eadda837b,3080,3485,train
caa2caaa6fe4,3480,4248,train
d7bfa952bccd,4891,4020,train
7629bf276b94,2947,2999,train
8ec4d6584ec9,2336,2740,train
16bd0ff2f0cd,2167,2836,train
f983d62607b3,1140,1387,train
e32caf657784,2585,2642,train
374fe1b05022,2336,2836,train
d00a82ee79f8,2336,2380,train
45a537917824,3488,4256,train
db9eda6d09e1,2336,2836,train
0e0892456b39,2536,3048,train
eb13bcf19cff,2336,2836,train
dde20ad3ce7d,2336,2812,train
2f5ba3a53465,2436,3032,train
a36a1c21b087,2336,2836,train
294cda0e3c4a,3480,4240,train
691e08460a87,2991,2992,train
19e2b773fd8e,2539,3050,train
01a6995ec763,3032,3032,train
96fb9d37977f,2336,2836,train
45d2442702f4,3320,3408,train
d0ce4a52df49,2560,3072,train
477cf68a3140,2539,3050,train
efdc1a6d4739,2516,3027,train
243d91316626,3480,4240,train
d644b6f2cbfa,3480,4240,train
43c415a1829b,2801,2802,train
b0294a5bd0d4,2544,3056,train
77b79c8d52b9,2330,2745,train
455a7af10292,2378,2584,train
1c4a70106271,2800,3408,train
463eb8a9426b,3520,4280,train
4c847d99b31e,3480,4240,train
10dbfcaff3a8,1948,2600,train
997cb09a3526,2778,2949,train
f7a487473bd8,3488,4256,train
a36b36e5b4bf,2539,3050,train
705eea360dd8,3480,4240,train
5726df771382,2113,2589,train
